time 0.928883 new 2000 old 0 diff + 2000
time 1.21905 new 3000 old 2000 diff + 1000
time 1.21914 new 4000 old 3000 diff + 1000
time 1.50922 new 5000 old 4000 diff + 1000
time 1.5093 new 6000 old 5000 diff + 1000
time 1.50947 new 7000 old 6000 diff + 1000
time 1.50956 new 8000 old 7000 diff + 1000
time 1.79939 new 9000 old 8000 diff + 1000
time 1.79947 new 10000 old 9000 diff + 1000
time 1.79956 new 11000 old 10000 diff + 1000
time 1.79973 new 12000 old 11000 diff + 1000
time 1.79981 new 13000 old 12000 diff + 1000
time 1.79989 new 14000 old 13000 diff + 1000
time 1.79998 new 15000 old 14000 diff + 1000
time 1.80006 new 16000 old 15000 diff + 1000
time 2.08956 new 17000 old 16000 diff + 1000
time 2.08964 new 18000 old 17000 diff + 1000
time 2.08973 new 19000 old 18000 diff + 1000
time 2.08981 new 20000 old 19000 diff + 1000
time 2.08989 new 21000 old 20000 diff + 1000
time 2.08998 new 22000 old 21000 diff + 1000
time 2.09006 new 23000 old 22000 diff + 1000
time 2.09023 new 24000 old 23000 diff + 1000
time 2.09032 new 25000 old 24000 diff + 1000
time 2.0904 new 26000 old 25000 diff + 1000
time 2.09048 new 27000 old 26000 diff + 1000
time 2.09057 new 28000 old 27000 diff + 1000
time 2.09065 new 29000 old 28000 diff + 1000
time 2.09074 new 30000 old 29000 diff + 1000
time 2.09082 new 31000 old 30000 diff + 1000
time 2.09091 new 32000 old 31000 diff + 1000
time 2.37973 new 33000 old 32000 diff + 1000
time 2.37981 new 34000 old 33000 diff + 1000
time 2.37998 new 35000 old 34000 diff + 1000
time 2.38006 new 36000 old 35000 diff + 1000
time 2.38015 new 37000 old 36000 diff + 1000
time 2.38023 new 38000 old 37000 diff + 1000
time 2.38032 new 39000 old 38000 diff + 1000
time 2.3804 new 40000 old 39000 diff + 1000
time 2.38048 new 41000 old 40000 diff + 1000
time 2.38057 new 42000 old 41000 diff + 1000
time 2.38065 new 43000 old 42000 diff + 1000
time 2.38074 new 44000 old 43000 diff + 1000
time 2.38082 new 45000 old 44000 diff + 1000
time 2.38091 new 46000 old 45000 diff + 1000
time 2.38099 new 47000 old 46000 diff + 1000
time 2.38107 new 48000 old 47000 diff + 1000
time 2.38116 new 49000 old 48000 diff + 1000
time 2.38124 new 50000 old 49000 diff + 1000
time 2.38141 new 51000 old 50000 diff + 1000
time 2.3815 new 52000 old 51000 diff + 1000
time 2.38158 new 53000 old 52000 diff + 1000
time 2.38166 new 54000 old 53000 diff + 1000
time 2.38175 new 55000 old 54000 diff + 1000
time 2.38183 new 56000 old 55000 diff + 1000
time 2.38192 new 57000 old 56000 diff + 1000
time 2.382 new 58000 old 57000 diff + 1000
time 2.38209 new 59000 old 58000 diff + 1000
time 2.38217 new 60000 old 59000 diff + 1000
time 2.38225 new 61000 old 60000 diff + 1000
time 2.38234 new 62000 old 61000 diff + 1000
time 2.38242 new 63000 old 62000 diff + 1000
time 2.38251 new 64000 old 63000 diff + 1000
time 2.66989 new 65000 old 64000 diff + 1000
time 2.66998 new 66000 old 65000 diff + 1000
time 2.67006 new 67000 old 66000 diff + 1000
time 2.67015 new 68000 old 67000 diff + 1000
time 2.67023 new 69000 old 68000 diff + 1000
time 2.67032 new 70000 old 69000 diff + 1000
time 2.6704 new 71000 old 70000 diff + 1000
time 2.67048 new 72000 old 71000 diff + 1000
time 2.67057 new 73000 old 72000 diff + 1000
time 2.67065 new 74000 old 73000 diff + 1000
time 2.67082 new 75000 old 74000 diff + 1000
time 2.67091 new 76000 old 75000 diff + 1000
time 2.67099 new 77000 old 76000 diff + 1000
time 2.67107 new 78000 old 77000 diff + 1000
time 2.67116 new 79000 old 78000 diff + 1000
time 2.67124 new 80000 old 79000 diff + 1000
time 2.67133 new 81000 old 80000 diff + 1000
time 2.67141 new 82000 old 81000 diff + 1000
time 2.6715 new 83000 old 82000 diff + 1000
